lead_id,first_touch_time,channel,industry,company_size,jobtitle_level,email_domain,pyhone_contry_code,form_length,utm_source,utm_campaign
L0235,2024/5/19 16:14,ADS,E-commerce,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0236,2024/3/15 1:40,SEO,Healthcare,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0237,2024/5/1 18:16,SEO,FinTech,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0238,2024/5/5 4:58,SEO,FinTech,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0239,2024/6/11 4:06,REFERRAL,Manufacturing,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0240,2024/3/18 19:25,SEO,SaaS,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0241,2024/6/29 10:37,REFERRAL,SaaS,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0242,2024/4/28 6:15,WEBINAR,Healthcare,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0243,2024/5/23 12:34,WEBINAR,SaaS,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0244,2024/6/17 0:33,SEO,SaaS,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0245,2024/6/7 7:10,REFERRAL,FinTech,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0246,2024/5/11 21:25,PARTNER,E-commerce,1000+,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0247,2024/3/8 5:40,SEO,FinTech,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0248,2024/6/15 0:15,REFERRAL,E-commerce,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0249,2024/6/23 8:36,WEBINAR,E-commerce,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0250,2024/5/4 4:17,PARTNER,Manufacturing,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0251,2024/5/15 21:07,PARTNER,E-commerce,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0252,2024/5/22 10:23,PARTNER,Manufacturing,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0253,2024/5/13 8:05,PARTNER,Healthcare,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0254,2024/4/30 23:56,PARTNER,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0255,2024/3/31 1:27,SEO,E-commerce,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0256,2024/6/17 13:50,WEBINAR,E-commerce,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0257,2024/5/20 9:55,REFERRAL,E-commerce,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0258,2024/6/29 0:09,ADS,FinTech,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0259,2024/5/14 0:57,WEBINAR,Manufacturing,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0260,2024/4/4 11:32,ADS,E-commerce,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0261,2024/6/11 16:06,PARTNER,FinTech,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0262,2024/4/25 22:19,WEBINAR,E-commerce,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0263,2024/5/12 1:39,SEO,Manufacturing,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0264,2024/6/22 18:06,PARTNER,FinTech,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0265,2024/5/4 6:12,WEBINAR,SaaS,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0266,2024/4/1 14:02,PARTNER,Manufacturing,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0267,2024/4/8 10:16,SEO,SaaS,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0268,2024/3/30 0:53,SEO,E-commerce,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0269,2024/4/5 13:08,PARTNER,SaaS,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0270,2024/4/26 5:41,PARTNER,SaaS,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0271,2024/6/12 2:51,WEBINAR,Manufacturing,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0272,2024/3/5 21:08,PARTNER,FinTech,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0273,2024/4/24 15:37,WEBINAR,FinTech,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0274,2024/3/24 22:59,SEO,FinTech,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0275,2024/5/31 0:05,PARTNER,Manufacturing,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0276,2024/3/16 6:48,WEBINAR,FinTech,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0277,2024/4/1 2:04,ADS,Manufacturing,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0278,2024/3/15 9:49,ADS,E-commerce,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0279,2024/3/19 6:21,WEBINAR,Healthcare,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0280,2024/5/11 15:00,WEBINAR,Healthcare,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0281,2024/3/5 11:36,PARTNER,Healthcare,51-200,Individual,company.com,company.com,company.com,company.com,company.com
L0282,2024/6/27 7:00,ADS,FinTech,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0283,2024/6/2 21:45,ADS,FinTech,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0284,2024/5/28 13:51,REFERRAL,FinTech,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0285,2024/4/18 0:33,PARTNER,Manufacturing,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0286,2024/4/5 19:57,WEBINAR,FinTech,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0287,2024/5/24 1:27,ADS,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0288,2024/3/16 0:54,ADS,SaaS,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0289,2024/4/3 19:35,REFERRAL,Healthcare,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0290,2024/4/3 8:32,SEO,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0291,2024/5/21 4:02,REFERRAL,E-commerce,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0292,2024/4/25 22:11,PARTNER,FinTech,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0293,2024/5/19 10:05,ADS,FinTech,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0294,2024/5/23 15:04,SEO,E-commerce,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0295,2024/4/2 7:08,ADS,SaaS,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0296,2024/3/19 14:05,PARTNER,SaaS,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0297,2024/5/18 11:29,ADS,Healthcare,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0298,2024/6/14 22:21,ADS,Manufacturing,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0299,2024/3/22 15:42,PARTNER,FinTech,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0300,2024/6/23 6:39,SEO,E-commerce,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0301,2024/4/5 6:56,SEO,SaaS,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0302,2024/5/21 17:38,SEO,SaaS,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0303,2024/6/11 18:06,PARTNER,E-commerce,1000+,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0304,2024/5/12 11:09,SEO,Manufacturing,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0305,2024/3/21 6:06,WEBINAR,SaaS,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0306,2024/3/4 14:06,ADS,Manufacturing,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0307,2024/3/25 0:02,SEO,E-commerce,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0308,2024/3/29 16:36,PARTNER,SaaS,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0309,2024/6/12 12:19,ADS,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0310,2024/6/10 16:46,ADS,SaaS,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0311,2024/4/28 16:11,PARTNER,Manufacturing,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0312,2024/3/17 22:23,PARTNER,SaaS,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0313,2024/4/23 15:25,WEBINAR,Manufacturing,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0314,2024/5/2 11:19,REFERRAL,Manufacturing,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0315,2024/3/4 3:00,ADS,FinTech,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0316,2024/3/1 9:03,SEO,FinTech,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0317,2024/3/16 16:37,ADS,Manufacturing,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0318,2024/3/24 17:23,ADS,Manufacturing,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0319,2024/5/24 23:12,ADS,E-commerce,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0320,2024/6/12 16:46,WEBINAR,Healthcare,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0321,2024/6/10 11:03,SEO,FinTech,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0322,2024/6/4 20:55,REFERRAL,FinTech,51-200,Individual,company.com,company.com,company.com,company.com,company.com
L0323,2024/6/26 8:06,ADS,SaaS,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0324,2024/4/23 11:46,PARTNER,Healthcare,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0325,2024/3/18 20:06,SEO,Healthcare,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0326,2024/3/31 11:41,WEBINAR,FinTech,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0327,2024/5/4 3:42,ADS,Healthcare,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0328,2024/3/23 6:44,SEO,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0329,2024/5/31 18:23,WEBINAR,E-commerce,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0330,2024/4/18 23:15,PARTNER,Healthcare,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0331,2024/3/12 23:45,WEBINAR,SaaS,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0332,2024/4/20 7:36,WEBINAR,Healthcare,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0333,2024/3/11 22:44,ADS,Healthcare,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0334,2024/5/26 18:29,REFERRAL,E-commerce,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0335,2024/4/14 11:36,WEBINAR,Manufacturing,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0336,2024/6/20 21:29,ADS,SaaS,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0337,2024/5/30 10:51,PARTNER,FinTech,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0338,2024/3/7 3:00,WEBINAR,Manufacturing,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0339,2024/5/2 21:28,REFERRAL,Manufacturing,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0340,2024/3/22 5:37,PARTNER,Manufacturing,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0341,2024/4/17 16:30,WEBINAR,Manufacturing,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0342,2024/4/2 16:27,ADS,Healthcare,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0343,2024/3/15 21:43,WEBINAR,E-commerce,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0344,2024/3/7 14:49,WEBINAR,Healthcare,1000+,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0345,2024/5/9 7:44,REFERRAL,Manufacturing,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0346,2024/5/27 12:21,ADS,Manufacturing,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0347,2024/4/14 3:55,PARTNER,SaaS,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0348,2024/6/13 7:46,ADS,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0349,2024/4/26 14:56,WEBINAR,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0350,2024/6/17 15:26,WEBINAR,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0351,2024/6/28 19:33,SEO,FinTech,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0352,2024/3/21 20:32,SEO,E-commerce,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0353,2024/6/23 12:52,WEBINAR,Manufacturing,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0354,2024/6/17 15:21,PARTNER,FinTech,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0355,2024/4/17 19:17,REFERRAL,Healthcare,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0356,2024/5/2 4:48,ADS,Healthcare,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0357,2024/5/16 22:03,SEO,Healthcare,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0358,2024/6/19 21:43,WEBINAR,SaaS,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0359,2024/3/25 16:11,ADS,Manufacturing,1000+,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0360,2024/4/19 18:39,WEBINAR,Healthcare,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0361,2024/6/26 23:24,ADS,SaaS,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0362,2024/3/27 2:42,WEBINAR,E-commerce,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0363,2024/5/4 10:16,ADS,FinTech,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0364,2024/5/9 13:11,PARTNER,Manufacturing,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0365,2024/5/21 4:13,WEBINAR,FinTech,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0366,2024/4/27 23:48,REFERRAL,FinTech,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0367,2024/6/17 23:07,ADS,Manufacturing,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0368,2024/5/25 13:30,SEO,FinTech,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0369,2024/5/3 5:32,SEO,SaaS,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0370,2024/3/16 23:42,PARTNER,E-commerce,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0371,2024/3/30 0:39,SEO,Manufacturing,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0372,2024/5/20 16:57,PARTNER,SaaS,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0373,2024/4/17 2:45,SEO,E-commerce,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0374,2024/3/11 21:02,PARTNER,E-commerce,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0375,2024/3/11 2:18,REFERRAL,SaaS,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0376,2024/5/27 13:13,WEBINAR,SaaS,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0377,2024/4/18 19:28,PARTNER,Manufacturing,51-200,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0378,2024/4/11 15:46,ADS,SaaS,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0379,2024/4/7 22:15,SEO,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0380,2024/4/16 4:06,SEO,Healthcare,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0381,2024/4/6 15:06,SEO,SaaS,201-1000,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0382,2024/6/28 7:25,ADS,SaaS,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0383,2024/3/12 20:22,WEBINAR,Healthcare,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0384,2024/4/24 21:10,WEBINAR,FinTech,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0385,2024/5/23 20:16,PARTNER,E-commerce,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0386,2024/5/9 8:21,PARTNER,FinTech,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0387,2024/6/28 9:43,ADS,E-commerce,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0388,2024/4/14 21:12,WEBINAR,FinTech,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0389,2024/5/30 7:49,PARTNER,E-commerce,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0390,2024/5/9 16:07,WEBINAR,Manufacturing,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0391,2024/3/25 2:04,WEBINAR,FinTech,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0392,2024/5/23 13:24,REFERRAL,E-commerce,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0393,2024/5/30 14:01,REFERRAL,FinTech,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0394,2024/5/4 1:49,SEO,Manufacturing,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0395,2024/4/5 0:12,REFERRAL,SaaS,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0396,2024/3/14 23:33,REFERRAL,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0397,2024/5/8 20:26,WEBINAR,SaaS,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0398,2024/6/8 2:10,PARTNER,Healthcare,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0399,2024/6/24 13:10,WEBINAR,E-commerce,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0400,2024/6/13 6:11,REFERRAL,FinTech,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0401,2024/4/21 12:30,PARTNER,E-commerce,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0402,2024/6/26 21:27,PARTNER,Manufacturing,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0403,2024/3/22 23:15,SEO,Manufacturing,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0404,2024/4/26 17:44,REFERRAL,SaaS,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0405,2024/5/24 12:42,ADS,FinTech,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0406,2024/3/9 6:43,ADS,SaaS,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0407,2024/5/31 20:45,ADS,Manufacturing,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0408,2024/5/31 0:26,WEBINAR,Manufacturing,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0409,2024/6/5 6:50,SEO,E-commerce,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0410,2024/4/11 21:01,SEO,E-commerce,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0411,2024/5/10 0:09,SEO,Manufacturing,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0412,2024/3/23 0:41,ADS,Manufacturing,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0413,2024/4/15 7:36,SEO,SaaS,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0414,2024/5/25 13:11,REFERRAL,E-commerce,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0415,2024/6/3 12:26,ADS,FinTech,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0416,2024/6/17 7:50,REFERRAL,SaaS,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0417,2024/5/3 0:59,ADS,SaaS,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0418,2024/3/9 7:03,WEBINAR,Manufacturing,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0419,2024/5/26 11:57,SEO,Manufacturing,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0420,2024/6/8 14:42,REFERRAL,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0421,2024/5/25 1:44,SEO,Manufacturing,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0422,2024/3/6 4:03,REFERRAL,Healthcare,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0423,2024/4/13 10:49,PARTNER,Manufacturing,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0424,2024/4/9 13:11,ADS,E-commerce,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0425,2024/3/12 19:43,REFERRAL,FinTech,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0426,2024/6/2 17:30,WEBINAR,Manufacturing,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0427,2024/5/19 14:32,SEO,FinTech,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0428,2024/6/5 3:30,WEBINAR,SaaS,51-200,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0429,2024/5/18 19:36,WEBINAR,Manufacturing,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0430,2024/4/30 21:34,ADS,Manufacturing,0-50,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0431,2024/3/7 14:16,REFERRAL,FinTech,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0432,2024/4/9 2:49,SEO,FinTech,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0433,2024/6/13 18:33,ADS,FinTech,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0434,2024/6/13 23:07,REFERRAL,Manufacturing,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0435,2024/3/9 13:01,PARTNER,Manufacturing,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0436,2024/6/14 17:00,SEO,Healthcare,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0437,2024/6/6 11:20,REFERRAL,Healthcare,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0438,2024/5/29 20:06,SEO,Healthcare,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0439,2024/3/11 13:35,REFERRAL,Manufacturing,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0440,2024/5/18 4:14,PARTNER,FinTech,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0441,2024/5/6 3:06,PARTNER,E-commerce,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0442,2024/5/11 18:01,SEO,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0443,2024/6/5 4:30,PARTNER,SaaS,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0444,2024/6/30 16:35,WEBINAR,E-commerce,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0445,2024/6/20 22:18,SEO,Healthcare,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0446,2024/4/18 9:54,REFERRAL,FinTech,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0447,2024/4/23 2:52,SEO,Manufacturing,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0448,2024/4/5 7:13,REFERRAL,E-commerce,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0449,2024/4/18 19:00,REFERRAL,SaaS,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0450,2024/4/7 12:20,ADS,FinTech,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0451,2024/5/27 1:22,ADS,FinTech,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0452,2024/3/22 12:03,WEBINAR,Manufacturing,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0453,2024/6/5 12:58,REFERRAL,FinTech,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0454,2024/6/10 4:17,PARTNER,FinTech,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0455,2024/6/5 21:33,REFERRAL,Healthcare,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0456,2024/4/20 9:13,PARTNER,Manufacturing,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0457,2024/5/26 0:17,WEBINAR,SaaS,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0458,2024/5/5 17:28,ADS,FinTech,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0459,2024/5/16 14:02,SEO,E-commerce,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0460,2024/5/30 3:45,ADS,FinTech,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0461,2024/5/15 23:10,SEO,E-commerce,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0462,2024/5/4 14:33,SEO,SaaS,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0463,2024/3/5 7:26,SEO,Manufacturing,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0464,2024/5/18 18:19,PARTNER,Manufacturing,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0465,2024/4/27 9:15,REFERRAL,FinTech,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0466,2024/4/16 4:23,SEO,SaaS,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0467,2024/3/25 18:48,WEBINAR,FinTech,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0468,2024/5/3 21:48,REFERRAL,Manufacturing,0-50,Manager,company.com,company.com,company.com,company.com,company.com
